ITEM: TIMESTEP
3400
ITEM: NUMBER OF ATOMS
64
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 8.6072316419315626e+00
0.0000000000000000e+00 8.6072316419315626e+00
0.0000000000000000e+00 8.6072316419315626e+00
ITEM: ATOMS id type x y z fx fy fz c_PEa
13 1 2.43533 1.25379 0.330802 -0.49304 -9.79137 -4.04741 -157.508
64 1 2.48571 1.3186 1.87048 -6.16983 -4.20046 -1.01895 -156.921
31 1 3.72083 0.444793 0.0469747 7.65292 2.88644 -5.87063 -156.321
44 1 3.5853 1.79692 2.37315 5.23164 2.0449 -1.24738 -157.482
33 1 2.00415 0.467446 2.91841 -7.40807 2.064 3.56624 -156.868
48 1 0.668938 0.213839 3.39525 3.11371 3.05933 -7.39025 -156.458
6 1 4.20252 0.540927 3.2734 2.80156 1.62945 11.3781 -155.772
8 1 2.57221 0.858258 5.89258 13.8299 -2.15419 -4.21968 -153.836
56 1 1.60118 0.341392 6.39011 2.6362 -7.35411 7.00459 -157.429
9 1 1.36293 0.857271 7.97951 0.197164 -1.33645 0.77238 -156.696
17 1 1.59348 6.32131 1.27909 -14.0834 2.43407 15.0695 -155.788
25 1 3.0838 4.42143 1.59586 3.27145 0.746436 4.55033 -154.598
46 1 0.567477 7.00866 1.99557 -6.56693 -0.344666 2.43055 -156.605
7 1 2.43811 6.39339 0.568355 17.4095 3.7025 -17.6158 -156.05
53 1 3.18743 5.83335 3.65797 0.37085 4.70581 -1.47803 -155.131
63 1 0.874928 7.35878 3.38226 1.55164 3.82376 -5.97075 -156.876
29 1 3.43172 4.74312 2.83371 -1.2403 3.23662 4.4942 -156.84
50 1 2.16531 7.13086 3.83348 11.8955 -1.48876 8.93175 -157.234
38 1 2.93812 8.51696 4.27006 -0.463511 1.0421 -3.31532 -155.998
43 1 1.18302 7.72956 5.56411 2.79896 -5.32452 2.7792 -157.115
14 1 1.84539 6.51581 5.16584 -5.80478 1.18188 -4.72325 -156.726
12 1 1.24828 5.33994 5.1918 6.55592 4.41796 -7.27292 -156.205
19 1 0.664313 4.33224 5.3498 -3.25097 -5.0308 3.07276 -154.991
52 1 4.30224 7.8683 7.83444 -9.7394 2.35524 5.89813 -156.606
58 1 3.38965 6.7021 8.13463 -1.98481 0.0311598 3.3826 -155.673
41 1 4.47002 2.23853 1.22078 -3.7531 0.401483 1.82359 -156.284
39 1 7.97924 3.94496 0.556582 2.39308 -8.68929 -0.250426 -157.355
3 1 6.449 0.699402 1.57868 -2.93573 -2.50383 1.33948 -157.212
11 1 7.136 2.71441 0.974383 -0.680743 0.982557 -5.17068 -156.521
16 1 5.15137 1.00786 0.653873 -7.34588 -4.84705 -1.83339 -157.604
37 1 4.68859 3.87129 1.35049 5.25496 1.21109 -8.75346 -155.894
32 1 7.43205 1.0084 0.63985 4.94645 0.783467 0.72796 -155.278
62 1 6.57222 2.02 2.08867 4.01918 4.71775 -2.5396 -157.046
15 1 7.81635 0.45576 3.38136 -3.60552 2.40015 4.00595 -157.572
22 1 5.98386 2.45911 3.4025 -3.70821 1.4102 7.9537 -158.215
36 1 7.23663 1.82675 3.53783 5.30098 1.99282 0.595916 -154.949
20 1 4.55947 1.89504 3.66097 -3.67631 -5.58358 1.93598 -155.963
57 1 5.58994 3.28978 4.43431 7.11948 8.4744 -1.89717 -154.894
5 1 6.03606 0.855912 8.16142 1.86909 2.78635 1.08155 -156.833
59 1 7.63901 1.95326 8.38342 -1.75148 2.26153 -2.67409 -155.758
30 1 6.21285 2.37502 7.26821 -3.82784 -1.76838 5.08138 -155.846
10 1 5.28058 3.40432 7.25628 -1.76114 -3.82746 8.51037 -155.379
28 1 8.38939 0.929335 7.69188 8.79644 -5.59994 6.77501 -156.104
47 1 7.74509 4.88928 1.36699 1.59767 -2.29785 8.23594 -155.712
55 1 4.78732 6.48617 1.17331 4.57182 -4.64264 7.85187 -156.288
54 1 7.38949 7.02071 2.00776 7.96449 0.12165 -2.95653 -156.174
34 1 7.03621 5.70912 2.08794 -5.50289 -1.13368 4.96727 -157.493
51 1 5.65866 7.76738 3.2547 -1.95358 -0.330645 3.28547 -157.352
24 1 6.67771 8.0821 2.36716 -4.08977 2.33914 3.04235 -157.648
21 1 4.61616 7.10564 2.46844 2.22803 -6.33154 -3.63721 -155.285
26 1 5.44214 5.48107 2.2945 -5.64959 -5.90636 -7.40684 -155.322
61 1 6.03436 7.22917 4.42423 3.84415 -4.04256 -1.03894 -156.086
40 1 7.4263 5.34123 5.43083 0.937246 -1.30264 3.93763 -156.386
42 1 6.31847 5.98233 5.0003 1.86847 -2.35714 -0.967493 -156.583
23 1 7.66651 7.96458 4.34091 2.67669 3.73574 10.1495 -155.976
27 1 8.4784 8.10338 5.68171 -9.93968 0.01428 -1.88119 -156.849
49 1 6.42414 4.3688 4.9481 0.514072 -3.03582 0.518847 -156.045
45 1 8.282 4.41989 6.45312 1.53085 6.01896 -0.346819 -157.16
35 1 7.72896 8.13444 7.06358 7.527 7.03144 -2.51718 -156.07
60 1 6.56095 8.14631 7.88994 2.03279 1.44361 -4.03524 -158.051
4 1 5.12906 6.02506 8.45864 -1.83478 -1.15424 -2.17003 -157.988
2 1 5.63503 7.21636 8.01097 2.49833 7.32031 1.31385 -157.033
1 1 8.0317 4.54721 7.74819 -1.82815 -4.37918 0.342379 -155.427
18 1 5.40307 4.60575 8.39716 2.42402 -0.390066 -0.250204 -155.747
