ITEM: TIMESTEP
4400
ITEM: NUMBER OF ATOMS
64
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 9.4734842320139538e+00
0.0000000000000000e+00 9.4734842320139538e+00
0.0000000000000000e+00 9.4734842320139538e+00
ITEM: ATOMS id type x y z fx fy fz c_PEa
40 1 2.76472 0.782311 1.43389 6.18415 -1.55489 -4.06831 -156.347
30 1 3.98039 1.55809 1.41032 -4.547 4.52447 -1.6045 -158.239
62 1 1.21961 2.46229 1.1432 2.74865 9.17185 -2.4468 -156.203
41 1 2.56846 3.40338 1.12503 0.773012 -1.26302 0.0765357 -157.143
38 1 1.60942 0.704516 0.977308 -5.45364 0.0866666 3.66747 -154.967
5 1 4.21284 3.07042 1.01304 2.55838 -6.94416 -4.40793 -155.342
46 1 3.07611 4.63876 1.0666 0.969 -3.41864 -5.74404 -155.855
51 1 2.46316 3.99445 4.08948 1.15995 -0.0996551 -4.46244 -155.184
12 1 3.55477 3.19776 3.75253 1.15517 3.10853 1.55708 -156.078
25 1 3.25694 2.14077 5.27199 8.9778 -0.974729 4.07114 -156.985
26 1 3.56508 0.842665 5.61352 -4.80923 -1.01372 -0.435351 -155.547
33 1 3.91416 2.65582 6.3819 -5.05687 2.52406 -0.976423 -155.84
14 1 4.37167 3.83969 6.92335 -3.57852 0.88309 0.473886 -157.02
54 1 0.110437 2.09556 6.31326 -2.79035 -3.68579 -2.91912 -156.596
16 1 0.323135 0.949452 6.99568 5.17902 3.98839 -1.38568 -156.345
20 1 2.5379 0.497904 6.35712 -1.31688 -2.99985 -5.15712 -156.582
31 1 0.0828926 0.0873556 7.81349 -0.873713 -3.97555 10.2895 -156.153
3 1 3.92283 5.82269 0.433004 -0.761407 -8.88975 -4.66723 -155.754
44 1 1.97556 5.48233 4.22563 1.87545 -8.57972 5.52976 -158.117
39 1 4.3064 6.11079 3.6333 1.15861 -1.9356 4.46734 -156.489
64 1 3.24937 6.20707 4.39019 5.31628 3.53179 -7.80283 -155.843
53 1 1.46175 9.12978 6.80416 -0.676583 3.13409 2.0717 -157.469
43 1 0.711089 5.14159 4.80422 2.2304 -2.52425 -0.105355 -155.995
8 1 4.47099 5.67124 8.28767 0.4119 1.60111 4.01706 -155.118
6 1 0.0488929 8.47111 8.63493 4.32234 0.529234 2.2892 -154.146
29 1 0.330218 7.18716 8.0868 0.42916 -4.25928 4.19089 -158.358
19 1 1.25933 7.77166 7.28833 7.7302 5.22251 -6.57236 -154.427
18 1 9.2996 3.23721 1.31391 -3.9795 -1.51509 2.50568 -156.637
7 1 8.45885 1.88304 1.49444 -2.23481 -0.171215 4.37821 -154.91
13 1 8.43706 4.35877 1.09709 -3.10003 3.31125 -2.53025 -156.774
24 1 4.98808 1.09017 2.1102 8.89902 -2.41158 4.75637 -156.349
50 1 8.32518 1.16583 2.60624 -2.52826 5.90203 3.42611 -156.094
4 1 8.25227 2.19565 4.0115 1.74161 -5.29567 -4.61937 -155.217
2 1 6.4242 3.98168 3.54041 -6.98797 3.67166 -3.90967 -155.649
52 1 7.09052 1.1842 3.61655 -0.294524 0.867142 -0.650363 -156.784
10 1 5.09417 3.48439 3.65233 1.60256 -5.32803 -1.98762 -155.234
45 1 5.98826 1.01918 2.92156 -6.22484 -0.130152 1.85645 -156.68
57 1 6.47888 3.71882 6.84192 6.10754 -4.99968 -1.19436 -157.567
9 1 9.24599 3.39994 6.53616 4.32136 -0.429798 6.3551 -156.703
32 1 6.95131 3.16997 5.68557 3.63106 -1.46095 -6.76179 -154.735
47 1 8.51506 2.78135 5.33456 -5.15158 -0.319774 -2.45903 -157.561
48 1 5.39956 4.42317 6.32928 2.55165 8.62287 -2.13934 -155.936
15 1 7.75552 3.90805 9.26971 3.17386 4.08942 0.451912 -156.206
23 1 6.72758 3.63482 8.40472 2.18475 -6.1279 -0.282644 -157.736
11 1 4.93205 4.21686 8.16452 -3.85325 6.25468 1.76817 -157.878
1 1 5.39881 3.39624 9.01674 3.44877 -10.8445 5.34694 -154.497
22 1 9.4309 4.67341 7.22061 -5.08525 3.49256 -7.2427 -156.765
55 1 9.1338 6.35923 1.51224 3.92451 5.38634 -6.55267 -153.794
27 1 5.79081 6.59996 1.54335 -3.59103 -1.32005 2.60099 -155.57
49 1 8.20433 5.77499 2.02417 0.52161 -6.3618 5.60993 -157.106
58 1 5.4975 5.937 0.527914 -8.83405 2.80339 -4.32719 -155.975
17 1 6.43427 5.38142 3.6375 4.79108 -2.90816 -1.45329 -157.189
63 1 8.07609 5.68756 3.46674 -5.1511 -0.249689 -3.72364 -157.199
56 1 5.50324 6.22819 2.94999 1.7825 -4.25666 -2.00415 -158.062
36 1 9.08395 5.6223 4.38129 -6.35504 5.49377 -0.926908 -156.938
37 1 8.94537 7.34525 6.96913 0.719272 2.60854 -8.96216 -156.683
21 1 5.57992 6.06051 6.69763 -5.93001 0.105534 2.55726 -155.797
61 1 8.93213 5.9846 6.22073 -1.90558 -2.27553 -3.00817 -155.735
42 1 5.93179 7.24467 6.92595 0.277494 -0.919134 -4.25599 -157.498
34 1 9.07697 6.3768 9.1059 -3.10815 -1.19218 -3.13909 -156.057
59 1 8.63111 5.14689 8.40108 0.327593 0.879024 -0.129458 -156.948
60 1 7.64396 8.18816 7.12659 10.3503 -9.25985 1.16134 -156.112
35 1 5.77411 8.54949 7.36376 -5.47244 -1.50407 -2.92695 -155.532
28 1 6.92802 9.09308 7.67362 2.36814 5.66289 1.76977 -154.671
